Serial Number,Class Name,Class ID,file name,Relative file path,Sampling rate(Hz),Audio Duration(sec)
8880,red,2,red4380,red\red4380,44100,1.486099773
8881,red,2,red4381,red\red4381,44100,1.857619048
8882,red,2,red4382,red\red4382,44100,1.904058957
8883,red,2,red4383,red\red4383,44100,1.811179138
8884,red,2,red4384,red\red4384,44100,2.043378685
8885,red,2,red4385,red\red4385,44100,1.67185941
8886,red,2,red4386,red\red4386,44100,1.486099773
8887,red,2,red4387,red\red4387,44100,1.857619048
8888,red,2,red4388,red\red4388,44100,1.811179138
8889,red,2,red4389,red\red4389,44100,1.764739229
8890,red,2,red4390,red\red4390,44100,1.857619048
8891,red,2,red4391,red\red4391,44100,1.67185941
8892,red,2,red4392,red\red4392,44100,1.67185941
8893,red,2,red4393,red\red4393,44100,1.811179138
8894,red,2,red4394,red\red4394,44100,1.71829932
8895,red,2,red4395,red\red4395,44100,1.486099773
8896,red,2,red4396,red\red4396,44100,1.300340136
8897,red,2,red4397,red\red4397,44100,1.904058957
8898,red,2,red4398,red\red4398,44100,1.625419501
8899,red,2,red4399,red\red4399,44100,1.625419501
8900,red,2,red4400,red\red4400,44100,1.764739229
8901,red,2,red4401,red\red4401,44100,1.71829932
8902,red,2,red4402,red\red4402,44100,3.01861678
8903,red,2,red4403,red\red4403,44100,1.625419501
8904,red,2,red4404,red\red4404,44100,1.486099773
8905,red,2,red4405,red\red4405,44100,1.764739229
8906,red,2,red4406,red\red4406,44100,1.904058957
8907,red,2,red4407,red\red4407,44100,1.857619048
8908,red,2,red4408,red\red4408,44100,1.161020408
8909,red,2,red4409,red\red4409,44100,1.857619048
8910,red,2,red4410,red\red4410,44100,1.486099773
8911,red,2,red4411,red\red4411,44100,1.857619048
8912,red,2,red4412,red\red4412,44100,1.904058957
8913,red,2,red4413,red\red4413,44100,1.811179138
8914,red,2,red4414,red\red4414,44100,2.043378685
8915,red,2,red4415,red\red4415,44100,1.67185941
8916,red,2,red4416,red\red4416,44100,1.486099773
8917,red,2,red4417,red\red4417,44100,1.857619048
8918,red,2,red4418,red\red4418,44100,1.811179138
8919,red,2,red4419,red\red4419,44100,1.764739229
8920,red,2,red4420,red\red4420,44100,1.857619048
8921,red,2,red4421,red\red4421,44100,1.67185941
8922,red,2,red4422,red\red4422,44100,1.67185941
8923,red,2,red4423,red\red4423,44100,1.811179138
8924,red,2,red4424,red\red4424,44100,1.71829932
8925,red,2,red4425,red\red4425,44100,1.486099773
8926,red,2,red4426,red\red4426,44100,1.300340136
8927,red,2,red4427,red\red4427,44100,1.904058957
8928,red,2,red4428,red\red4428,44100,1.625419501
8929,red,2,red4429,red\red4429,44100,1.625419501
8930,red,2,red4430,red\red4430,44100,1.764739229
8931,red,2,red4431,red\red4431,44100,1.71829932
8932,red,2,red4432,red\red4432,44100,3.01861678
8933,red,2,red4433,red\red4433,44100,1.625419501
8934,red,2,red4434,red\red4434,44100,1.486099773
8935,red,2,red4435,red\red4435,44100,1.764739229
8936,red,2,red4436,red\red4436,44100,1.904058957
8937,red,2,red4437,red\red4437,44100,1.857619048
8938,red,2,red4438,red\red4438,44100,1.161020408
8939,red,2,red4439,red\red4439,44100,1.857619048
8940,red,2,red4440,red\red4440,44100,1.486099773
8941,red,2,red4441,red\red4441,44100,1.857619048
8942,red,2,red4442,red\red4442,44100,1.904058957
8943,red,2,red4443,red\red4443,44100,1.811179138
8944,red,2,red4444,red\red4444,44100,2.043378685
8945,red,2,red4445,red\red4445,44100,1.67185941
8946,red,2,red4446,red\red4446,44100,1.486099773
8947,red,2,red4447,red\red4447,44100,1.857619048
8948,red,2,red4448,red\red4448,44100,1.811179138
8949,red,2,red4449,red\red4449,44100,1.764739229
8950,red,2,red4450,red\red4450,44100,1.857619048
8951,red,2,red4451,red\red4451,44100,1.67185941
8952,red,2,red4452,red\red4452,44100,1.67185941
8953,red,2,red4453,red\red4453,44100,1.811179138
8954,red,2,red4454,red\red4454,44100,1.71829932
8955,red,2,red4455,red\red4455,44100,1.486099773
8956,red,2,red4456,red\red4456,44100,1.300340136
8957,red,2,red4457,red\red4457,44100,1.904058957
8958,red,2,red4458,red\red4458,44100,1.625419501
8959,red,2,red4459,red\red4459,44100,1.625419501
8960,red,2,red4460,red\red4460,44100,1.764739229
8961,red,2,red4461,red\red4461,44100,1.71829932
8962,red,2,red4462,red\red4462,44100,3.01861678
8963,red,2,red4463,red\red4463,44100,1.625419501
8964,red,2,red4464,red\red4464,44100,1.486099773
8965,red,2,red4465,red\red4465,44100,1.764739229
8966,red,2,red4466,red\red4466,44100,1.904058957
8967,red,2,red4467,red\red4467,44100,1.857619048
8968,red,2,red4468,red\red4468,44100,1.161020408
8969,red,2,red4469,red\red4469,44100,1.857619048
8970,red,2,red4470,red\red4470,44100,1.486099773
8971,red,2,red4471,red\red4471,44100,1.857619048
8972,red,2,red4472,red\red4472,44100,1.904058957
8973,red,2,red4473,red\red4473,44100,1.811179138
8974,red,2,red4474,red\red4474,44100,2.043378685
8975,red,2,red4475,red\red4475,44100,1.67185941
8976,red,2,red4476,red\red4476,44100,1.486099773
8977,red,2,red4477,red\red4477,44100,1.857619048
8978,red,2,red4478,red\red4478,44100,1.811179138
8979,red,2,red4479,red\red4479,44100,1.764739229
8980,red,2,red4480,red\red4480,44100,1.857619048
8981,red,2,red4481,red\red4481,44100,1.67185941
8982,red,2,red4482,red\red4482,44100,1.67185941
8983,red,2,red4483,red\red4483,44100,1.811179138
8984,red,2,red4484,red\red4484,44100,1.71829932
8985,red,2,red4485,red\red4485,44100,1.486099773
8986,red,2,red4486,red\red4486,44100,1.300340136
8987,red,2,red4487,red\red4487,44100,1.904058957
8988,red,2,red4488,red\red4488,44100,1.625419501
8989,red,2,red4489,red\red4489,44100,1.625419501
8990,red,2,red4490,red\red4490,44100,1.764739229
8991,red,2,red4491,red\red4491,44100,1.71829932
8992,red,2,red4492,red\red4492,44100,3.01861678
8993,red,2,red4493,red\red4493,44100,1.625419501
8994,red,2,red4494,red\red4494,44100,1.486099773
8995,red,2,red4495,red\red4495,44100,1.764739229
8996,red,2,red4496,red\red4496,44100,1.904058957
8997,red,2,red4497,red\red4497,44100,1.857619048
8998,red,2,red4498,red\red4498,44100,1.161020408
8999,red,2,red4499,red\red4499,44100,1.857619048
9000,red,2,red4500,red\red4500,44100,1.486099773
9001,silver,3,silver1,silver\silver1,44100,2.322018141
9002,silver,3,silver2,silver\silver2,44100,1.950498866
9003,silver,3,silver3,silver\silver3,44100,2.136258503
9004,silver,3,silver4,silver\silver4,44100,2.461337868
9005,silver,3,silver5,silver\silver5,44100,2.182698413
9006,silver,3,silver6,silver\silver6,44100,3.157936508
9007,silver,3,silver7,silver\silver7,44100,4.086734694
9008,silver,3,silver8,silver\silver8,44100,1.904058957
9009,silver,3,silver9,silver\silver9,44100,2.043378685
9010,silver,3,silver10,silver\silver10,44100,1.207460317
9011,silver,3,silver11,silver\silver11,44100,1.300340136
9012,silver,3,silver12,silver\silver12,44100,2.322018141
9013,silver,3,silver13,silver\silver13,44100,2.693537415
9014,silver,3,silver14,silver\silver14,44100,2.414897959
9015,silver,3,silver15,silver\silver15,44100,1.67185941
9016,silver,3,silver16,silver\silver16,44100,0.417981859
9017,silver,3,silver17,silver\silver17,44100,1.950498866
9018,silver,3,silver18,silver\silver18,44100,2.229138322
9019,silver,3,silver19,silver\silver19,44100,2.136258503
9020,silver,3,silver20,silver\silver20,44100,1.161020408
9021,silver,3,silver21,silver\silver21,44100,1.996938776
9022,silver,3,silver22,silver\silver22,44100,1.764739229
9023,silver,3,silver23,silver\silver23,44100,2.275578231
9024,silver,3,silver24,silver\silver24,44100,1.67185941
9025,silver,3,silver25,silver\silver25,44100,1.346780045
9026,silver,3,silver26,silver\silver26,44100,1.532539683
9027,silver,3,silver27,silver\silver27,44100,1.857619048
9028,silver,3,silver28,silver\silver28,44100,1.71829932
9029,silver,3,silver29,silver\silver29,44100,1.486099773
9030,silver,3,silver30,silver\silver30,44100,1.578979592
9031,silver,3,silver31,silver\silver31,44100,1.625419501
9032,silver,3,silver32,silver\silver32,44100,1.346780045
9033,silver,3,silver33,silver\silver33,44100,1.532539683
9034,silver,3,silver34,silver\silver34,44100,1.578979592
9035,silver,3,silver35,silver\silver35,44100,1.811179138
9036,silver,3,silver36,silver\silver36,44100,1.300340136
9037,silver,3,silver37,silver\silver37,44100,1.625419501
9038,silver,3,silver38,silver\silver38,44100,1.346780045
9039,silver,3,silver39,silver\silver39,44100,1.06814059
9040,silver,3,silver40,silver\silver40,44100,1.625419501
9041,silver,3,silver41,silver\silver41,44100,1.207460317
9042,silver,3,silver42,silver\silver42,44100,1.114580499
9043,silver,3,silver43,silver\silver43,44100,1.253900227
9044,silver,3,silver44,silver\silver44,44100,1.207460317
9045,silver,3,silver45,silver\silver45,44100,1.486099773
9046,silver,3,silver46,silver\silver46,44100,1.06814059
9047,silver,3,silver47,silver\silver47,44100,1.253900227
9048,silver,3,silver48,silver\silver48,44100,1.253900227
9049,silver,3,silver49,silver\silver49,44100,1.114580499
9050,silver,3,silver50,silver\silver50,44100,1.114580499
9051,silver,3,silver51,silver\silver51,44100,1.114580499
9052,silver,3,silver52,silver\silver52,44100,0.975260771
9053,silver,3,silver53,silver\silver53,44100,0.928820862
9054,silver,3,silver54,silver\silver54,44100,1.02170068
9055,silver,3,silver55,silver\silver55,44100,1.02170068
9056,silver,3,silver56,silver\silver56,44100,0.835941043
9057,silver,3,silver57,silver\silver57,44100,0.882380952
9058,silver,3,silver58,silver\silver58,44100,1.161020408
9059,silver,3,silver59,silver\silver59,44100,1.114580499
9060,silver,3,silver60,silver\silver60,44100,0.696621315
9061,silver,3,silver61,silver\silver61,44100,0.975260771
9062,silver,3,silver62,silver\silver62,44100,0.835941043
9063,silver,3,silver63,silver\silver63,44100,0.928820862
9064,silver,3,silver64,silver\silver64,44100,0.835941043
9065,silver,3,silver65,silver\silver65,44100,1.02170068
9066,silver,3,silver66,silver\silver66,44100,0.928820862
9067,silver,3,silver67,silver\silver67,44100,0.928820862
9068,silver,3,silver68,silver\silver68,44100,0.835941043
9069,silver,3,silver69,silver\silver69,44100,0.743061224
9070,silver,3,silver70,silver\silver70,44100,1.207460317
9071,silver,3,silver71,silver\silver71,44100,0.928820862
9072,silver,3,silver72,silver\silver72,44100,1.161020408
9073,silver,3,silver73,silver\silver73,44100,1.02170068
9074,silver,3,silver74,silver\silver74,44100,0.975260771
9075,silver,3,silver75,silver\silver75,44100,1.253900227
9076,silver,3,silver76,silver\silver76,44100,0.882380952
9077,silver,3,silver77,silver\silver77,44100,1.06814059
9078,silver,3,silver78,silver\silver78,44100,1.207460317
9079,silver,3,silver79,silver\silver79,44100,1.06814059
9080,silver,3,silver80,silver\silver80,44100,1.346780045
9081,silver,3,silver81,silver\silver81,44100,0.928820862
9082,silver,3,silver82,silver\silver82,44100,1.904058957
9083,silver,3,silver83,silver\silver83,44100,1.207460317
9084,silver,3,silver84,silver\silver84,44100,1.114580499
9085,silver,3,silver85,silver\silver85,44100,1.253900227
9086,silver,3,silver86,silver\silver86,44100,0.928820862
9087,silver,3,silver87,silver\silver87,44100,0.835941043
9088,silver,3,silver88,silver\silver88,44100,1.114580499
9089,silver,3,silver89,silver\silver89,44100,1.06814059
9090,silver,3,silver90,silver\silver90,44100,0.882380952
9091,silver,3,silver91,silver\silver91,44100,0.789501134
9092,silver,3,silver92,silver\silver92,44100,0.882380952
9093,silver,3,silver93,silver\silver93,44100,0.882380952
9094,silver,3,silver94,silver\silver94,44100,0.835941043
9095,silver,3,silver95,silver\silver95,44100,0.835941043
9096,silver,3,silver96,silver\silver96,44100,0.882380952
9097,silver,3,silver97,silver\silver97,44100,0.835941043
9098,silver,3,silver98,silver\silver98,44100,1.06814059
9099,silver,3,silver99,silver\silver99,44100,0.975260771
9100,silver,3,silver100,silver\silver100,44100,0.975260771
9101,silver,3,silver101,silver\silver101,44100,0.789501134
9102,silver,3,silver102,silver\silver102,44100,0.928820862
9103,silver,3,silver103,silver\silver103,44100,0.743061224
9104,silver,3,silver104,silver\silver104,44100,0.743061224
9105,silver,3,silver105,silver\silver105,44100,0.743061224
9106,silver,3,silver106,silver\silver106,44100,0.975260771
9107,silver,3,silver107,silver\silver107,44100,0.696621315
9108,silver,3,silver108,silver\silver108,44100,0.789501134
9109,silver,3,silver109,silver\silver109,44100,0.835941043
9110,silver,3,silver110,silver\silver110,44100,0.696621315
9111,silver,3,silver111,silver\silver111,44100,0.835941043
9112,silver,3,silver112,silver\silver112,44100,0.743061224
9113,silver,3,silver113,silver\silver113,44100,0.789501134
9114,silver,3,silver114,silver\silver114,44100,0.835941043
9115,silver,3,silver115,silver\silver115,44100,0.743061224
9116,silver,3,silver116,silver\silver116,44100,0.650181406
9117,silver,3,silver117,silver\silver117,44100,0.789501134
9118,silver,3,silver118,silver\silver118,44100,0.882380952
9119,silver,3,silver119,silver\silver119,44100,0.743061224
9120,silver,3,silver120,silver\silver120,44100,0.835941043
9121,silver,3,silver121,silver\silver121,44100,0.789501134
9122,silver,3,silver122,silver\silver122,44100,0.835941043
9123,silver,3,silver123,silver\silver123,44100,0.975260771
9124,silver,3,silver124,silver\silver124,44100,0.882380952
9125,silver,3,silver125,silver\silver125,44100,0.789501134
9126,silver,3,silver126,silver\silver126,44100,0.789501134
9127,silver,3,silver127,silver\silver127,44100,0.743061224
9128,silver,3,silver128,silver\silver128,44100,0.928820862
9129,silver,3,silver129,silver\silver129,44100,1.02170068
9130,silver,3,silver130,silver\silver130,44100,0.882380952
9131,silver,3,silver131,silver\silver131,44100,0.928820862
9132,silver,3,silver132,silver\silver132,44100,0.882380952
9133,silver,3,silver133,silver\silver133,44100,0.835941043
9134,silver,3,silver134,silver\silver134,44100,0.882380952
9135,silver,3,silver135,silver\silver135,44100,0.835941043
9136,silver,3,silver136,silver\silver136,44100,0.835941043
9137,silver,3,silver137,silver\silver137,44100,0.835941043
9138,silver,3,silver138,silver\silver138,44100,0.835941043
9139,silver,3,silver139,silver\silver139,44100,0.928820862
9140,silver,3,silver140,silver\silver140,44100,0.928820862
9141,silver,3,silver141,silver\silver141,44100,0.835941043
9142,silver,3,silver142,silver\silver142,44100,0.975260771
9143,silver,3,silver143,silver\silver143,44100,0.789501134
9144,silver,3,silver144,silver\silver144,44100,0.975260771
9145,silver,3,silver145,silver\silver145,44100,0.928820862
9146,silver,3,silver146,silver\silver146,44100,1.02170068
9147,silver,3,silver147,silver\silver147,44100,0.882380952
9148,silver,3,silver148,silver\silver148,44100,1.02170068
9149,silver,3,silver149,silver\silver149,44100,0.882380952
9150,silver,3,silver150,silver\silver150,44100,1.114580499
9151,silver,3,silver151,silver\silver151,44100,0.928820862
9152,silver,3,silver152,silver\silver152,44100,0.835941043
9153,silver,3,silver153,silver\silver153,44100,0.928820862
9154,silver,3,silver154,silver\silver154,44100,0.743061224
9155,silver,3,silver155,silver\silver155,44100,0.603741497
9156,silver,3,silver156,silver\silver156,44100,0.743061224
9157,silver,3,silver157,silver\silver157,44100,1.114580499
9158,silver,3,silver158,silver\silver158,44100,1.02170068
9159,silver,3,silver159,silver\silver159,44100,0.743061224
9160,silver,3,silver160,silver\silver160,44100,0.835941043
9161,silver,3,silver161,silver\silver161,44100,0.882380952
9162,silver,3,silver162,silver\silver162,44100,0.835941043
9163,silver,3,silver163,silver\silver163,44100,1.02170068
9164,silver,3,silver164,silver\silver164,44100,0.835941043
9165,silver,3,silver165,silver\silver165,44100,0.696621315
9166,silver,3,silver166,silver\silver166,44100,0.696621315
9167,silver,3,silver167,silver\silver167,44100,0.743061224
9168,silver,3,silver168,silver\silver168,44100,0.696621315
9169,silver,3,silver169,silver\silver169,44100,0.743061224
9170,silver,3,silver170,silver\silver170,44100,0.696621315
9171,silver,3,silver171,silver\silver171,44100,0.650181406
9172,silver,3,silver172,silver\silver172,44100,0.696621315
9173,silver,3,silver173,silver\silver173,44100,0.696621315
9174,silver,3,silver174,silver\silver174,44100,0.650181406
9175,silver,3,silver175,silver\silver175,44100,0.603741497
9176,silver,3,silver176,silver\silver176,44100,0.789501134
9177,silver,3,silver177,silver\silver177,44100,0.696621315
9178,silver,3,silver178,silver\silver178,44100,0.696621315
9179,silver,3,silver179,silver\silver179,44100,0.835941043
9180,silver,3,silver180,silver\silver180,44100,0.882380952
9181,silver,3,silver181,silver\silver181,44100,0.743061224
9182,silver,3,silver182,silver\silver182,44100,0.882380952
9183,silver,3,silver183,silver\silver183,44100,0.603741497
9184,silver,3,silver184,silver\silver184,44100,0.650181406
9185,silver,3,silver185,silver\silver185,44100,0.789501134
9186,silver,3,silver186,silver\silver186,44100,0.835941043
9187,silver,3,silver187,silver\silver187,44100,0.743061224
9188,silver,3,silver188,silver\silver188,44100,0.743061224
9189,silver,3,silver189,silver\silver189,44100,0.743061224
9190,silver,3,silver190,silver\silver190,44100,0.650181406
9191,silver,3,silver191,silver\silver191,44100,1.06814059
9192,silver,3,silver192,silver\silver192,44100,0.835941043
9193,silver,3,silver193,silver\silver193,44100,0.835941043
9194,silver,3,silver194,silver\silver194,44100,0.743061224
9195,silver,3,silver195,silver\silver195,44100,0.928820862
9196,silver,3,silver196,silver\silver196,44100,0.928820862
9197,silver,3,silver197,silver\silver197,44100,1.161020408
9198,silver,3,silver198,silver\silver198,44100,0.928820862
9199,silver,3,silver199,silver\silver199,44100,1.02170068
9200,silver,3,silver200,silver\silver200,44100,1.02170068
9201,silver,3,silver201,silver\silver201,44100,1.02170068
9202,silver,3,silver202,silver\silver202,44100,1.02170068
9203,silver,3,silver203,silver\silver203,44100,2.322018141
9204,silver,3,silver204,silver\silver204,44100,2.322018141
9205,silver,3,silver205,silver\silver205,44100,2.322018141
9206,silver,3,silver206,silver\silver206,44100,2.322018141
9207,silver,3,silver207,silver\silver207,44100,2.322018141
9208,silver,3,silver208,silver\silver208,44100,2.322018141
9209,silver,3,silver209,silver\silver209,44100,2.322018141
9210,silver,3,silver210,silver\silver210,44100,2.322018141
9211,silver,3,silver211,silver\silver211,44100,2.322018141
9212,silver,3,silver212,silver\silver212,44100,2.322018141
9213,silver,3,silver213,silver\silver213,44100,2.322018141
9214,silver,3,silver214,silver\silver214,44100,2.322018141
9215,silver,3,silver215,silver\silver215,44100,1.904058957
9216,silver,3,silver216,silver\silver216,44100,1.904058957
9217,silver,3,silver217,silver\silver217,44100,1.904058957
9218,silver,3,silver218,silver\silver218,44100,1.904058957
9219,silver,3,silver219,silver\silver219,44100,1.904058957
9220,silver,3,silver220,silver\silver220,44100,1.904058957
9221,silver,3,silver221,silver\silver221,44100,2.322018141
9222,silver,3,silver222,silver\silver222,44100,2.322018141
9223,silver,3,silver223,silver\silver223,44100,2.322018141
9224,silver,3,silver224,silver\silver224,44100,2.322018141
9225,silver,3,silver225,silver\silver225,44100,2.322018141
9226,silver,3,silver226,silver\silver226,44100,2.322018141
9227,silver,3,silver227,silver\silver227,44100,2.322018141
9228,silver,3,silver228,silver\silver228,44100,2.322018141
9229,silver,3,silver229,silver\silver229,44100,2.322018141
9230,silver,3,silver230,silver\silver230,44100,2.322018141
9231,silver,3,silver231,silver\silver231,44100,2.322018141
9232,silver,3,silver232,silver\silver232,44100,2.322018141
9233,silver,3,silver233,silver\silver233,44100,2.322018141
9234,silver,3,silver234,silver\silver234,44100,2.322018141
9235,silver,3,silver235,silver\silver235,44100,2.322018141
9236,silver,3,silver236,silver\silver236,44100,2.322018141
9237,silver,3,silver237,silver\silver237,44100,2.322018141
9238,silver,3,silver238,silver\silver238,44100,2.322018141
9239,silver,3,silver239,silver\silver239,44100,2.322018141
9240,silver,3,silver240,silver\silver240,44100,2.322018141
9241,silver,3,silver241,silver\silver241,44100,1.950498866
9242,silver,3,silver242,silver\silver242,44100,1.950498866
9243,silver,3,silver243,silver\silver243,44100,1.950498866
9244,silver,3,silver244,silver\silver244,44100,1.950498866
9245,silver,3,silver245,silver\silver245,44100,1.950498866
9246,silver,3,silver246,silver\silver246,44100,1.950498866
9247,silver,3,silver247,silver\silver247,44100,1.950498866
9248,silver,3,silver248,silver\silver248,44100,1.950498866
9249,silver,3,silver249,silver\silver249,44100,1.950498866
9250,silver,3,silver250,silver\silver250,44100,1.950498866
9251,silver,3,silver251,silver\silver251,44100,1.950498866
9252,silver,3,silver252,silver\silver252,44100,1.950498866
9253,silver,3,silver253,silver\silver253,44100,1.950498866
9254,silver,3,silver254,silver\silver254,44100,1.950498866
9255,silver,3,silver255,silver\silver255,44100,1.950498866
9256,silver,3,silver256,silver\silver256,44100,1.950498866
9257,silver,3,silver257,silver\silver257,44100,1.950498866
9258,silver,3,silver258,silver\silver258,44100,1.950498866
9259,silver,3,silver259,silver\silver259,44100,1.950498866
9260,silver,3,silver260,silver\silver260,44100,1.950498866
9261,silver,3,silver261,silver\silver261,44100,2.136258503
9262,silver,3,silver262,silver\silver262,44100,2.136258503
9263,silver,3,silver263,silver\silver263,44100,2.136258503
9264,silver,3,silver264,silver\silver264,44100,2.136258503
9265,silver,3,silver265,silver\silver265,44100,2.136258503
9266,silver,3,silver266,silver\silver266,44100,2.136258503
9267,silver,3,silver267,silver\silver267,44100,2.136258503
9268,silver,3,silver268,silver\silver268,44100,2.136258503
9269,silver,3,silver269,silver\silver269,44100,2.136258503
9270,silver,3,silver270,silver\silver270,44100,2.136258503
9271,silver,3,silver271,silver\silver271,44100,2.136258503
9272,silver,3,silver272,silver\silver272,44100,2.136258503
9273,silver,3,silver273,silver\silver273,44100,2.136258503
9274,silver,3,silver274,silver\silver274,44100,2.136258503
9275,silver,3,silver275,silver\silver275,44100,2.136258503
9276,silver,3,silver276,silver\silver276,44100,2.136258503
9277,silver,3,silver277,silver\silver277,44100,2.136258503
9278,silver,3,silver278,silver\silver278,44100,2.136258503
9279,silver,3,silver279,silver\silver279,44100,2.136258503
9280,silver,3,silver280,silver\silver280,44100,2.136258503
9281,silver,3,silver281,silver\silver281,44100,2.461337868
9282,silver,3,silver282,silver\silver282,44100,2.461337868
9283,silver,3,silver283,silver\silver283,44100,2.461337868
9284,silver,3,silver284,silver\silver284,44100,2.461337868
9285,silver,3,silver285,silver\silver285,44100,2.461337868
9286,silver,3,silver286,silver\silver286,44100,2.461337868
9287,silver,3,silver287,silver\silver287,44100,2.461337868
9288,silver,3,silver288,silver\silver288,44100,2.461337868
9289,silver,3,silver289,silver\silver289,44100,2.461337868
9290,silver,3,silver290,silver\silver290,44100,2.461337868
9291,silver,3,silver291,silver\silver291,44100,2.461337868
9292,silver,3,silver292,silver\silver292,44100,2.461337868
9293,silver,3,silver293,silver\silver293,44100,2.461337868
9294,silver,3,silver294,silver\silver294,44100,2.461337868
9295,silver,3,silver295,silver\silver295,44100,2.461337868
9296,silver,3,silver296,silver\silver296,44100,2.461337868
9297,silver,3,silver297,silver\silver297,44100,2.461337868
9298,silver,3,silver298,silver\silver298,44100,2.461337868
9299,silver,3,silver299,silver\silver299,44100,2.461337868
9300,silver,3,silver300,silver\silver300,44100,2.461337868
9301,silver,3,silver301,silver\silver301,44100,2.182698413
9302,silver,3,silver302,silver\silver302,44100,2.182698413
9303,silver,3,silver303,silver\silver303,44100,2.182698413
9304,silver,3,silver304,silver\silver304,44100,2.182698413
9305,silver,3,silver305,silver\silver305,44100,2.182698413
9306,silver,3,silver306,silver\silver306,44100,2.182698413
9307,silver,3,silver307,silver\silver307,44100,2.182698413
9308,silver,3,silver308,silver\silver308,44100,2.182698413
9309,silver,3,silver309,silver\silver309,44100,2.182698413
9310,silver,3,silver310,silver\silver310,44100,2.182698413
9311,silver,3,silver311,silver\silver311,44100,2.182698413
9312,silver,3,silver312,silver\silver312,44100,2.182698413
9313,silver,3,silver313,silver\silver313,44100,2.182698413
9314,silver,3,silver314,silver\silver314,44100,2.182698413
9315,silver,3,silver315,silver\silver315,44100,2.182698413
9316,silver,3,silver316,silver\silver316,44100,2.182698413
9317,silver,3,silver317,silver\silver317,44100,2.182698413
9318,silver,3,silver318,silver\silver318,44100,2.182698413
9319,silver,3,silver319,silver\silver319,44100,2.182698413
9320,silver,3,silver320,silver\silver320,44100,2.182698413
9321,silver,3,silver321,silver\silver321,44100,3.157936508
9322,silver,3,silver322,silver\silver322,44100,3.157936508
9323,silver,3,silver323,silver\silver323,44100,3.157936508
9324,silver,3,silver324,silver\silver324,44100,3.157936508
9325,silver,3,silver325,silver\silver325,44100,3.157936508
9326,silver,3,silver326,silver\silver326,44100,3.157936508
9327,silver,3,silver327,silver\silver327,44100,3.157936508
9328,silver,3,silver328,silver\silver328,44100,3.157936508
9329,silver,3,silver329,silver\silver329,44100,3.157936508
9330,silver,3,silver330,silver\silver330,44100,3.157936508
9331,silver,3,silver331,silver\silver331,44100,3.157936508
9332,silver,3,silver332,silver\silver332,44100,3.157936508
9333,silver,3,silver333,silver\silver333,44100,3.157936508
9334,silver,3,silver334,silver\silver334,44100,3.157936508
9335,silver,3,silver335,silver\silver335,44100,3.157936508
9336,silver,3,silver336,silver\silver336,44100,3.157936508
9337,silver,3,silver337,silver\silver337,44100,3.157936508
9338,silver,3,silver338,silver\silver338,44100,3.157936508
9339,silver,3,silver339,silver\silver339,44100,3.157936508
9340,silver,3,silver340,silver\silver340,44100,3.157936508
9341,silver,3,silver341,silver\silver341,44100,4.086734694
9342,silver,3,silver342,silver\silver342,44100,4.086734694
9343,silver,3,silver343,silver\silver343,44100,4.086734694
9344,silver,3,silver344,silver\silver344,44100,4.086734694
9345,silver,3,silver345,silver\silver345,44100,4.086734694
9346,silver,3,silver346,silver\silver346,44100,4.086734694
9347,silver,3,silver347,silver\silver347,44100,4.086734694
9348,silver,3,silver348,silver\silver348,44100,4.086734694
9349,silver,3,silver349,silver\silver349,44100,4.086734694
9350,silver,3,silver350,silver\silver350,44100,4.086734694
9351,silver,3,silver351,silver\silver351,44100,4.086734694
9352,silver,3,silver352,silver\silver352,44100,4.086734694
9353,silver,3,silver353,silver\silver353,44100,4.086734694
9354,silver,3,silver354,silver\silver354,44100,4.086734694
9355,silver,3,silver355,silver\silver355,44100,4.086734694
9356,silver,3,silver356,silver\silver356,44100,4.086734694
9357,silver,3,silver357,silver\silver357,44100,4.086734694
9358,silver,3,silver358,silver\silver358,44100,4.086734694
9359,silver,3,silver359,silver\silver359,44100,4.086734694
9360,silver,3,silver360,silver\silver360,44100,4.086734694
9361,silver,3,silver361,silver\silver361,44100,1.904058957
9362,silver,3,silver362,silver\silver362,44100,1.904058957
9363,silver,3,silver363,silver\silver363,44100,1.904058957
9364,silver,3,silver364,silver\silver364,44100,1.904058957
9365,silver,3,silver365,silver\silver365,44100,1.904058957
9366,silver,3,silver366,silver\silver366,44100,1.904058957
9367,silver,3,silver367,silver\silver367,44100,1.904058957
9368,silver,3,silver368,silver\silver368,44100,1.904058957
9369,silver,3,silver369,silver\silver369,44100,1.904058957
9370,silver,3,silver370,silver\silver370,44100,1.904058957
9371,silver,3,silver371,silver\silver371,44100,1.904058957
9372,silver,3,silver372,silver\silver372,44100,1.904058957
9373,silver,3,silver373,silver\silver373,44100,1.904058957
9374,silver,3,silver374,silver\silver374,44100,1.904058957
9375,silver,3,silver375,silver\silver375,44100,1.904058957
9376,silver,3,silver376,silver\silver376,44100,1.904058957
9377,silver,3,silver377,silver\silver377,44100,1.904058957
9378,silver,3,silver378,silver\silver378,44100,1.904058957
9379,silver,3,silver379,silver\silver379,44100,1.904058957
9380,silver,3,silver380,silver\silver380,44100,1.904058957
9381,silver,3,silver381,silver\silver381,44100,2.043378685
9382,silver,3,silver382,silver\silver382,44100,2.043378685
9383,silver,3,silver383,silver\silver383,44100,2.043378685
9384,silver,3,silver384,silver\silver384,44100,2.043378685
9385,silver,3,silver385,silver\silver385,44100,2.043378685
